MASCARA;IES
401;120050086
402;3466
403;1640
404;1147
405;434
406;404
407;120050261
408;548
409;1382
410;3611
411;1415
412;203
413;4522
414;71
415;1940
416;4531
417;874
418;2460
419;1413
420;3226
421;2142
422;402
423;454
424;824
425;3467
426;1525
427;1932
428;450
429;218
430;3782
431;2885
432;1632
433;1255
434;843
435;1690
436;577
437;745
438;120050260
439;2554
440;3753
441;1630
442;10
443;227
444;917
445;120050322
446;5591
447;5600
448;1805
449;430
450;2366
451;1709
452;1043
453;1771
454;2257
455;242
456;3804
457;1759
458;967
459;2775
460;1272
461;3205
462;1520
463;3184
464;24
465;5591
466;2964
467;1803
468;1385
469;1886
470;1643
471;3336
472;18492
473;5668
474;18492
475;337
476;120062004
477;592
478;5369
479;4010
480;3530
481;1303
482;4793
483;284
484;2230
485;1835
486;1258
487;2069
488;2560
489;194
490;1986
491;2440
492;1401
493;2536
494;5314
495;4504
496;1906
497;5439
498;1142
499;1032
500;1862
501;158
502;1053
503;120061146
504;1559
505;586
506;1034
507;1830
508;120062117
509;5318
510;3186
511;1952
512;1928
513;1070
514;1790
515;1395
516;588
517;120060625
518;1441
519;206
520;2457
521;3471
522;1097
523;1857
524;1503
525;1883
526;2319
527;597
528;591
529;1891
530;386
531;2783
532;2147
533;587
534;1187
535;5511
536;1322
537;998
538;5216
539;4020
540;1950
541;686
542;5314
543;1539
544;3974
545;1350
546;5370
547;1356
548;1628
549;1436
550;120062231
551;3477
552;1977
553;473
554;2570
555;463
556;124
557;2578
558;1438
559;1049
560;397
561;2687
562;431
563;330
564;1423
565;1961
566;1764
567;2044
568;1498
569;446
570;1469
571;1333
572;3983
573;1659
574;120051771
575;3306
576;1613
577;2133
578;1951
579;2140
580;1499
581;5315
582;1493
583;1224
584;2076
585;2910
586;3
587;1452
588;4858
589;1592
590;2151
591;886
592;718
593;906
594;1807
595;1030
596;2102
597;1467
598;798
599;1334
600;501
601;1701
602;120050018
603;496
604;120051580
605;3299
606;3951
607;1488
608;2563
609;3227
610;5394
611;4962
612;831
613;1247
614;1587
615;200
616;2180
617;4098
618;1677
619;208
620;451
621;353
622;2538
623;685
624;84
625;27103
626;4033
627;3920
628;2409
629;316
630;1547
631;1970
632;4166
633;3588
634;1345
635;2145
636;360
637;1723
638;1665
639;1934
640;2849
641;1139
642;2206
643;3172
644;2903
645;2084
646;33
647;5665
648;1103
649;822
650;4522
651;2154
652;792
653;1758
654;986
655;1472
656;120051126
657;263
658;2135
659;1866
660;295
661;3176
662;1860
663;2160
664;5537
665;575
666;2270
667;1939
668;1890
669;383
670;615
671;2537
672;35
673;5318
674;1642
675;550
676;1115
677;510
678;1230
679;4502
680;528
681;1315
682;1071
683;1513
684;1724
685;3529
686;1946
687;1637
688;5592
689;2242
690;1964
691;146
692;336
693;1847
694;757
695;4025
696;440
697;3310
698;15015
699;4017
700;1682
701;3602
702;29118
703;1694
704;1492
705;2364
706;5314
707;809
708;1609
709;1122
710;1204
711;1240
712;1714
713;662
714;417
715;5593
716;3463
717;760
718;1510
719;1302
720;2917
721;5439
722;3164
723;847
724;25277
725;3840
726;1418
727;3779
728;120061501
729;3295
730;721
731;601
732;1375
733;1998
734;5317
735;4531
736;371
737;43
738;3683
739;793
740;3432
741;1484
742;1309
743;120060946
744;3172
745;2098
746;1059
747;1508
748;1943
749;120050469
750;2146
751;43
752;1505
753;135
754;3189
755;1318
756;1276
757;120050123
758;3311
759;1174
760;5599
761;1319
762;2577
763;2896
764;346
765;14236
766;18759
767;1403
768;3840
769;1872
770;2282
771;1141
772;1249
773;797
774;3187
775;752
776;1201
777;692
778;1253
779;192
780;254
781;5312
782;2846
783;1157
784;3502
785;700
786;2023
787;508
788;1412
789;1564
790;67
791;279
792;3613
793;1884
794;1196
795;2460
796;149
797;1194
798;1014
799;2117
800;2191
801;609
802;415
803;1312
804;1455
805;1811
806;1213
807;590
808;266
809;1699
810;837
811;2826
812;710
813;5668
814;257
815;502
816;1831
817;5600
818;408
819;2343
820;1166
821;2257
822;3307
823;1383
824;738
825;14724
826;1897
827;59
828;5285
829;18874
830;1158
831;1245
832;120050079
833;1656
834;256
835;120051279
836;1063
837;120050370
838;790
839;2186
840;2488
841;1610
842;374
843;3609
844;810
845;1346
846;1358
847;160
848;5313
849;120061694
850;2134
851;5394
852;1967
853;665
854;2569
855;2122
856;1402
857;1576
858;2137
859;1060
860;9
861;1659
862;192
863;10
864;1742
865;2647
866;1221
867;660
868;1962
869;514
870;852
871;2625
872;1479
873;2508
874;2336
875;3977
876;1701
877;3434
878;40
879;1415
880;120051051
881;4010
882;344
883;1718
884;1226
885;5387
886;2549
887;5312
888;953
889;801
890;3367
891;1750
892;2279
893;2571
894;
895;81
896;596
897;674
898;2111
899;207
900;1843
901;606
902;1839
903;610
904;1971
905;83
906;2548
907;1409
908;527
909;1486
910;221
911;706
912;1741
913;467
914;1561
915;2368
916;3470
917;2486
918;1153
919;5520
920;507
921;120061412
922;2181
923;2175
924;1657
925;1904
926;2043
927;2582
928;1310
929;1119
930;736
931;3029
932;624
933;1327
934;1804
935;3224
936;1433
937;734
938;671
939;120050956
940;2
941;1491
942;4118
943;3278
944;3485
945;15015
946;1143
947;1246
948;973
949;99
950;657
951;3012
952;1084
953;3360
954;3610
955;717
956;1335
957;1305
958;482
959;1434
960;5369
961;2761
962;709
963;2220
964;513
965;491
966;120051829
967;2198
968;3162
969;1995
970;4
971;1038
972;1227
973;554
974;1987
975;5451
976;1713
977;2624
978;631
979;3488
980;120061534
981;151
982;622
983;18874
984;1425
985;2205
986;2053
987;240
988;1151
989;1129
990;120061013
991;2355
992;2222
993;2079
994;1536
995;4256
996;3489
997;464
998;1679
999;32
1000;1792
1001;4793
1002;1270
1003;120060812
1004;649
1005;2184
1006;1444
1007;1299
1008;1938
1009;120060519
1010;739
1011;5387
1012;1666
1013;94
1014;661
1015;1678
1016;3173
1017;1587
1018;1332
1019;605
1020;492
1021;2037
1022;873
1023;1903
1024;3192
1025;38
1026;704
1027;1692
1028;2104
1029;1901
1030;1923
1031;2639
1032;5394
1033;1927
1034;458
1035;1092
1036;973
1037;2437
1038;1295
1039;15452
1040;399
1041;15
1042;
1043;1864
1044;1502
1045;3160
1046;1989
1047;778
1048;120061444
1049;2855
1050;845
1051;848
1052;457
1053;5451
1054;120060497
1055;708
1056;2042
1057;1667
1058;1733
1059;2463
1060;1454
1061;3159
1062;2844
1063;2014
1064;5277
1065;120060402
1066;2371
1067;1191
1068;472
1069;1853
1070;641
1071;120061259
1072;1459
1073;2130
1074;1296
1075;789
1076;5592
1077;120061825
1078;363
1079;526
1080;125
1081;5665
1082;4396
1083;2723
1084;120051033
1085;1818
1086;5669
1087;1568
1088;1273
1089;120061754
1090;780
1091;385
1092;367
1093;1745
1094;634
1095;1542
1096;2539
1097;2410
1098;1569
1099;30
1100;3975
1101;1541
1102;19257
1103;1362
1104;225
1105;4531
1106;216
1107;3693
1108;802
1109;3465
1110;355
1111;1980
1112;307
1113;3515
1114;1702
1115;
1116;4220
1117;2302
1118;862
1119;5316
1120;2581
1121;2275
1122;2530
1123;664
1124;2886
1125;2703
1126;2192
1127;4826
1128;466
1129;1756
1130;1600
1131;1797
1132;3480
1133;4722
1134;120060678
1135;2245
1136;950
1137;120050917
1138;1622
1139;2124
1140;4396
1141;572
1142;1708
1143;244
1144;2072
1145;1420
1146;1406
1147;910
1148;4522
1149;5439
1150;1972
1151;3020
1152;3980
1153;162
1154;88
1155;3464
1156;5663
1157;120051037
1158;1450
1159;1366
1160;2475
1161;779
1162;1732
1163;890
1164;1498
1165;746
1166;1573
1167;1279
1168;22
1169;1776
1170;1463
1171;1461
1172;1828
1173;2241
1174;165
1175;3156
1176;1597
1177;1738
1178;640
1179;543
1180;1456
1181;645
1182;509
1183;940
1184;270
1185;1641
1186;1451
1187;1870
1188;1325
1189;2408
1190;3337
1191;1984
1192;278
1193;2030
1194;5439
1195;1079
1196;1856
1197;120051302
1198;282
1199;74
1200;4030
1201;373
1202;5668
1203;5388
1204;576
1205;2056
1206;785
1207;2056
1208;1823
1209;2944
1210;826
1211;387
1212;1232
1213;3840
1214;2774
1215;516
1216;352
1217;2005
1218;14165
1219;3456
1220;298
1221;195
1222;2573
1223;2288
1224;120060120
1225;495
1226;120051368
1227;1903
1228;1939
1229;3516
1230;490
1231;959
1232;3758
1233;120061267
1234;3966
1235;3334
1236;594
1237;5439
1238;15015
1239;120060716
1240;1607
1241;1041
1242;1252
1243;3303
1244;5318
1245;1892
1246;5439
1247;1721
1248;1554
1249;1225
1250;506
1251;788
1252;23
1253;1307
1254;593
1255;5285
1256;4222
1257;1820
1258;991
1259;410
1260;1099
1261;5316
1262;2131
1263;1840
1264;1336
1265;1291
1266;432
1267;493
1268;193
1269;3478
1270;5439
1271;120060806
1272;15015
1273;570
1274;1978
1275;139
1276;
1277;1956
1278;881
1279;768
1280;18492
1281;1683
1282;461
1283;1541
1284;2086
1285;753
1286;840
1287;2227
1288;1021
1289;5277
1290;
1291;1478
1292;1854
1293;1681
1294;322
1295;898
1296;120060379
1297;614
1298;55
1299;120050293
1300;1212
1301;744
1302;141
1303;4396
1304;5403
1305;494
1306;2566
1307;2771
1308;370
1309;1907
1310;5318
1311;667
1312;234
1313;120051841
1314;5439
1315;1516
1316;2810
1317;1125
1318;3985
1319;288
1320;1432
1321;18492
1322;359
1323;954
1324;2260
1325;17608
1326;1617
1327;2488
1328;19
1329;480
1330;1877
1331;1429
1332;1067
1333;2908
1334;1660
1335;547
1336;2158
1337;1674
1338;1915
1339;1638
1340;1822
1341;5599
1342;1926
1343;1314
1344;715
1345;3588
1346;1290
1347;1802
1348;4962
1349;1701
1350;2350
1351;515
1352;1790
1353;1606
1354;351
1355;438
1356;1467
1357;923
1358;830
1359;1774
1360;1650
1361;5520
1362;1944
1363;3193
1364;20
1365;22015
1366;2423
1367;1521
1368;1680
1369;137
1370;900
1371;669
1372;1810
1373;521
1374;703
1375;585
1376;465
1377;1028
1378;1865
1379;3302
1380;1072
1381;5285
1382;555
1383;1883
1384;2763
1385;793
1386;54
1387;1767
1388;1868
1389;1941
1390;1228
1391;1388
1392;1248
1393;1958
1394;120061697
1395;3688
1396;2248
1397;5215
1398;3238
1399;1867
1400;1711
1401;77
1402;1319
1403;1869
1404;1584
1405;3308
1406;4503
1407;3947
1408;2494
1409;2033
1410;1244
1411;3678
1412;2773
1413;120062121
1414;2708
1415;1898
1416;1672
1417;1785
1418;2935
1419;673
1420;1490
1421;120061909
1422;2566
1423;1623
1424;5520
1425;2428
1426;2793
1427;299
1428;226
1429;1716
1430;3148
1431;600
1432;2753
1433;2722
1434;1462
1435;3158
1436;763
1437;707
1438;5663
1439;1712
1440;2275
1441;2307
1442;5285
1443;621
1444;4163
1445;1973
1446;774
1447;120061965
1448;1878
1449;1801
1450;120061610
1451;125
1452;1612
1453;1449
1454;120050950
1455;416
1456;1606
1457;2561
1458;37
1459;1818
1460;846
1461;120060381
1462;1506
1463;1815
1464;319
1465;1514
1466;3228
1467;522
1468;1487
1469;
1470;152
1471;693
1472;650
1473;1782
1474;1738
1475;595
1476;1874
1477;1468
1478;925
1479;
1480;2593
1481;2575
1482;2465
1483;1363
1484;72
1485;1563
1486;1937
1487;3791
1488;16
1489;364
1490;2784
1491;1107
1492;1162
1493;437
1494;976
1495;2911
1496;2342
1497;1779
1498;4021
1499;1550
1500;375
1501;14258
1502;985
1503;5439
1504;1918
1505;1384
1506;1581
1507;1927
1508;672
1509;3588
1510;3682
1511;637
1512;2763
1513;532
1514;14
1515;1554
1516;1535
1517;2814
1518;2303
1519;2183
1520;120052139
1521;1842
1522;1691
1523;3371
1524;1443
1525;651
1526;1552
1527;120060991
1528;1773
1529;3154
1530;224
1531;922
1532;1734
1533;2150
1534;1615
1535;750
1536;659
1537;759
1538;2485
1539;4420
1540;1518
1541;120052151
1542;163
1543;1816
1544;2499
1545;1788
1546;1993
1547;741
1548;1616
1549;120052092
1550;3216
1551;4522
1552;633
1553;4926
1554;4396
1555;1965
1556;909
1557;2243
1558;2918
1559;3461
1560;2772
1561;1636
1562;1768
1563;120062261
1564;1625
1565;598
1566;1639
1567;2766
1568;1532
1569;3182
1570;944
1571;3304
1572;1661
1573;701
1574;2165
1575;296
1576;142
1577;723
1578;4522
1579;1400
1580;3840
1581;1058
1582;5285
1583;2787
1584;1618
1585;977
1586;1404
1587;3363
1588;120060296
1589;120061323
1590;2447
1591;277
1592;3225
1593;2145
1594;882
1595;1410
1596;2566
1597;1549
1598;5317
1599;435
1600;626
1601;1652
1602;1526
1603;1530
1604;1292
1605;
1606;120050642
1607;1501
1608;1205
1609;2034
1610;2058
1611;4218
1612;5599
1613;1013
1614;3177
1615;1749
1616;120060444
1617;1257
1618;1701
1619;4722
1620;1264
1621;1949
1622;34
1623;2168
1624;420
1625;2039
1626;120060737
1627;1502
1628;2056
1629;2552
1630;1658
1631;1126
1632;1159
1633;1381
1634;2591
1635;453
1636;2148
1637;276
1638;518
1639;362
1640;1515
1641;1992
1642;3807
1643;3152
1644;908
1645;2501
1646;1605
1647;2237
1648;4396
1649;1301
1650;1913
1651;1558
1652;1027
1653;742
1654;1739
1655;1090
1656;1266
1657;120060757
1658;1422
1659;2022
1660;1988
1661;2123
1662;2036
1663;638
1664;838
1665;1933
1666;3840
1667;1958
1668;999
1669;2132
1670;2426
1671;719
1672;1417
1673;2745
1674;18492
1675;3171
1676;405
1677;574
1678;1317
1679;426
1680;1619
1681;990
1682;1720
1683;219
1684;120050745
1685;1556
1686;2409
1687;3486
1688;3319
1689;2049
1690;1365
1691;1500
1692;1783
1693;4428
1694;1819
1695;2398
1696;201
1697;1725
1698;1221
1699;1081
1700;1726
1701;3794
1702;2351
1703;2082
1704;120051588
1705;5285
1706;1144
1707;1752
1708;1927
1709;670
1710;15032
1711;4522
1712;452
1713;2843
1714;2580
1715;170
1716;3479
1717;1850
1718;1930
1719;439
1720;2413
1721;1267
1722;2341
1723;1653
1724;2032
1725;1051
1726;581
1727;120061539
1728;3163
1729;573
1730;1065
1731;409
1732;793
1733;2710
1734;1045
1735;1311
1736;2468
1737;376
1738;715
1739;1172
1740;1190
1741;5403
1742;2189
1743;1936
1744;1948
1745;4396
1746;572
1747;1182
1748;1958
1749;2141
1750;1634
1751;1833
1752;138
1753;1710
1754;728
1755;3333
1756;3304
1757;1130
1758;1324
1759;5668
1760;743
1761;474
1762;3149
1763;4221
1764;1298
1765;265
1766;1149
1767;4531
1768;3309
1769;915
1770;56
1771;120060442
1772;1087
1773;1160
1774;27
1775;1414
1776;1304
1777;3483
1778;1845
1779;166
1780;1841
1781;3459
1782;2200
1783;2558
1784;1900
1785;1237
1786;1875
1787;345
1788;1289
1789;1254
1790;19943
1791;120061278
1792;120050192
1793;2036
1794;1676
1795;627
1796;3603
1797;926
1798;1507
1799;231
1800;722
1801;2478
1802;1307
1803;832
1804;2369
1805;1621
1806;1893
1807;1728
1808;2271
1809;3151
1810;3840
1811;213
1812;2113
1813;5216
1814;1591
1815;31
1816;483
1817;3984
1818;5520
1819;12
1820;455
1821;2027
1822;120061314
1823;2173
1824;1886
1825;1477
1826;5215
1827;1162
1828;2194
1829;1544
1830;3790
1831;2012
1832;1373
1833;2266
1834;1814
1835;1489
1836;1078
1837;580
1838;740
1839;4356
1840;1816
1841;3188
1842;1693
1843;625
1844;11
1845;15057
1846;1902
1847;545
1848;1012
1849;3293
1850;1509
1851;384
1852;4022
1853;1735
1854;120061315
1855;87
1856;1545
1857;2485
1858;1832
1859;120051822
1860;1662
1861;1128
1862;4417
1863;2556
1864;403
1865;2974
1866;1567
1867;1883
1868;1437
1869;1123
1870;713
1871;275
1872;1077
1873;1921
1874;3155
1875;1494
1876;3170
1877;3448
1878;2420
1879;243
1880;1669
1881;2244
1882;159
1883;1538
1884;3332
1885;1173
1886;3433
1887;131
1888;3697
1889;3641
1890;1328
1891;1155
1892;423
1893;2077
1894;5671
1895;517
1896;161
1897;79
1898;1036
1899;1572
1900;1131
1901;5303
1902;1476
1903;7
1904;80
1905;3372
1906;5439
1907;1780
1908;2722
1909;1577
1910;120061884
1911;1696
1912;1374
1913;
1914;456
1915;699
1916;14005
1917;1439
1918;2240
1919;1806
1920;1675
1921;983
1922;2474
1923;120060854
1924;120051669
1925;198
1926;2085
1927;368
1928;2619
1929;15015
1930;5242
1931;2579
1932;462
1933;361
1934;916
1935;269
1936;1136
1937;2075
1938;5215
1939;4023
1940;2491
1941;1762
1942;2459
1943;222
1944;533
1945;2067
1946;1966
1947;448
1948;749
1949;5550
1950;3839
1951;775
1952;3194
1953;1601
1954;25352
1955;5285
1956;599
1957;3986
1958;267
1959;3954
1960;1085
1961;2156
1962;940
1963;1700
1964;994
1965;1300
1966;727
1967;1879
1968;1275
1969;3180
1970;1519
1971;1765
1972;3963
1973;2010
1974;1243
1975;1881
1976;120061067
1977;5550
1978;1846
1979;192
1980;5670
1981;1185
1982;3164
1983;582
1984;489
1985;2409
1986;1516
1987;120052018
1988;534
1989;1808
1990;3189
1991;2532
1992;1646
1993;76
1994;5242
1995;5555
1996;1620
1997;796
1998;1504
1999;1885
2000;1880
2001;3469
2002;639
2003;1313
2004;4502
2005;5537
2006;1428
2007;2568
2008;2564
2009;120060693
2010;120061992
2011;1534
2012;2312
2013;1590
