MASCARA;IES
737;1708
738;3216
739;2566
740;2398
741;373
742;1736
743;2124
744;2049
746;158
747;3692
748;2911
749;1828
750;973
751;1342
752;1449
753;453
754;2420
755;120060296
756;4395
757;1514
758;3463
759;1712
760;1831
761;494
762;107
763;2573
764;1561
765;2879
766;1816
767;1314
768;3515
769;1872
770;4531
771;2469
773;2084
774;1974
775;1546
776;3797
777;1324
778;2030
779;197
780;1714
781;1373
782;1400
783;582
784;1484
785;120062231
786;88
787;1463
788;761
789;1534
790;1286
791;120061694
792;1468
793;976
794;1472
795;2436
796;2240
797;2677
798;3974
799;4036
800;1415
801;3000
802;1311
803;1226
804;14724
805;2181
806;712
807;2171
808;534
809;1505
810;3156
811;5369
812;1655
813;2619
814;2085
815;43
816;2563
817;1832
818;2552
819;3337
820;2022
821;5518
822;1779
823;15015
824;3177
825;514
826;1685
827;1403
828;3488
829;5592
830;4962
831;848
832;30
833;5314
834;509
835;271
836;3980
837;458
838;1660
839;3754
840;1275
841;1142
842;447
843;3189
844;2205
845;1496
846;2009
847;607
848;3176
849;3867
850;707
851;1365
852;1807
853;2708
854;2488
855;1951
856;1574
857;2846
858;3948
859;5277
860;3293
861;1806
862;3306
863;2244
864;3538
865;68
866;383
867;138
868;1540
869;2832
870;1615
871;4066
872;1549
874;986
875;2102
876;1014
877;5044
878;2132
879;3252
880;3643
881;1272
882;60
883;408
884;721
885;1577
886;2324
887;240
888;4495
889;2723
890;1455
891;1157
892;2248
893;916
894;1849
895;161
896;120061259
897;1689
898;639
899;2147
900;3602
901;847
902;1312
903;244
904;3588
905;5387
906;142
907;510
908;686
909;4358
910;2368
911;4096
912;1758
913;1717
914;2770
915;1353
916;3311
918;454
919;120060793
920;5277
921;2364
922;1204
923;1691
924;1876
925;2336
926;1650
927;1385
928;213
929;2750
930;1836
931;1310
932;1243
933;664
934;4023
935;1477
936;1307
937;55
938;5550
939;3962
940;5600
941;2773
942;475
943;5277
944;796
946;1227
947;1972
948;120061825
949;3840
951;1956
952;549
953;466
954;120061292
955;1096
957;1048
958;120060991
959;4421
960;3807
961;1834
962;1240
963;1690
964;1550
966;1462
967;1580
968;1820
969;384
970;1904
971;4033
972;1764
973;5285
974;5671
975;373
976;571
977;2079
978;809
979;2486
980;615
981;665
982;1605
983;206
984;1386
985;3612
986;137
987;1664
988;5668
989;473
990;5520
991;24
992;954
993;1300
994;1879
995;3428
996;1027
997;2485
998;502
999;843
1000;5303
1001;284
1002;1672
1003;35
1004;120061146
1005;3186
1006;2032
1007;222
1008;207
1009;83
1010;1162
1011;913
1012;1939
1013;3584
1014;15015
1015;3188
1016;1865
1017;753
1018;120061909
1019;1569
1020;1036
1021;352
1022;255
1023;5439
1024;2206
1025;71
1026;1996
1027;1958
1028;1263
1029;5439
1030;1084
1031;715
1032;2039
1034;908
1035;1428
1036;1897
1039;790
1040;2578
1041;5668
1042;1491
1043;3192
1044;2146
1045;3162
1046;32
1047;6
1048;2145
1049;1224
1050;1103
1052;1537
1053;1252
1054;5663
1055;2494
1056;2616
1057;2835
1058;95
1059;4020
1060;2566
1061;2302
1062;720
1063;16
1064;2593
1065;2922
1066;621
1067;2356
1068;5217
1069;2023
1070;1330
1071;3432
1072;1614
1073;760
1074;5313
1075;54
1076;677
1077;1479
1078;18492
1079;5318
1080;1886
1081;3163
1082;1192
1083;465
1084;1768
1085;2796
1086;434
1087;1901
1088;3302
1089;2142
1090;3148
1092;3165
1093;2478
1094;5451
1095;5312
1096;420
1097;3183
1098;120060519
1099;3020
1100;1853
1101;3625
1102;2350
1103;2362
1104;1456
1105;1597
1106;2140
1107;2915
1108;1256
1109;2568
1110;1801
1111;481
1112;2154
1113;124
1114;1524
1115;3990
1116;1600
1117;2222
1118;2558
1119;3184
1120;4009
1121;973
1122;2053
1123;18492
1124;2056
1125;881
1127;1701
1128;2908
1129;755
1130;1833
1131;1356
1132;18492
1133;1896
1134;1803
1135;3430
1136;2744
1137;415
1138;2288
1139;3376
1140;1487
1141;208
1142;5592
1143;2373
1144;1478
1145;801
1146;1609
1147;840
1148;360
1149;5318
1150;3470
1151;1790
1152;2763
1153;4356
1154;2676
1155;3826
1156;376
1157;1554
1158;120061534
1159;496
1160;2270
1161;1155
1162;2566
1163;1818
1164;1450
1165;1307
1166;1923
1167;1725
1168;120061315
1169;1932
1170;3230
1172;234
1173;2175
1174;1467
1175;2104
1176;1556
1177;5215
1178;1254
1179;2303
1180;120060444
1181;2849
1183;672
1184;18874
1185;3657
1186;464
1187;4428
1188;1201
1189;1196
1190;715
1191;1128
1192;1012
1193;3397
1194;1042
1195;359
1196;1358
1197;1980
1198;5369
1199;40
1200;3774
1201;1404
1202;1219
1203;5537
1204;459
1205;832
1206;3691
1207;4522
1208;120061195
1209;264
1210;3270
1211;1743
1212;1318
1213;595
1214;2168
1215;5316
1216;4008
1217;580
1218;831
1219;2828
1220;2194
1221;1486
1222;1894
1223;1874
1224;2323
1225;716
1226;660
1227;845
1228;1153
1229;917
1230;1663
1231;778
1232;2149
1233;3303
1234;602
1235;2242
1236;638
1237;983
1238;2477
1239;1790
1240;1198
1241;3789
1242;594
1243;1811
1244;1842
1245;149
1246;5370
1247;2241
1248;2497
1249;2198
1250;1620
1252;1292
1253;1781
1254;4503
1255;319
1256;4358
1257;2569
1258;353
1259;600
1261;1494
1262;256
1263;705
1264;873
1265;3190
1266;294
1267;125
1268;2572
1269;438
1270;3753
1271;120061539
1272;1099
1273;1677
1274;3367
1275;606
1276;922
1277;4504
1278;5217
1280;2629
1281;55
1282;120061412
1283;1315
1284;2341
1285;1800
1286;1097
1287;5599
1288;1854
1289;631
1290;1043
1291;861
1292;1185
1293;626
1294;1989
1296;1126
1297;516
1298;739
1299;2460
1300;13
1301;3489
1303;998
1304;793
1305;5314
1306;1541
1307;120060946
1308;495
1309;1821
1310;1711
1311;1552
1312;1838
1313;1748
1314;141
1315;2320
1316;1334
1317;120060497
1318;513
1319;2130
1320;700
1321;5370
1322;1248
1323;1930
1324;3180
1325;81
1326;5036
1327;3486
1328;5285
1329;1716
1330;533
1331;1374
1332;3465
1333;1221
1334;1317
1335;1766
1336;788
1337;5318
1338;1788
1339;3682
1340;120060369
1341;2428
1342;1513
1343;2334
1344;702
1345;1723
1346;5369
1347;4017
1348;3610
1349;126
1350;3749
1351;1964
1352;1756
1353;431
1354;2576
1355;990
1356;940
1357;3146
1358;1921
1359;1350
1360;1107
1361;1319
1362;242
1363;1709
1364;744
1365;4024
1366;3170
1367;1430
1369;3603
1370;162
1371;4065
1372;5277
1373;2564
1374;2843
1375;1587
1376;704
1377;1072
1378;1656
1379;4396
1380;1502
1381;59
1382;15
1383;2
1384;120061444
1385;1304
1386;5550
1387;2787
1388;1634
1389;3529
1390;925
1391;217
1392;402
1393;1175
1394;1998
1395;18
1396;298
1397;120061235
1398;3568
1399;1123
1400;1693
1401;1613
1402;2086
1403;1120
1404;1276
1405;2297
1406;2398
1407;5670
1408;650
1409;15452
1410;1856
1411;546
1412;1509
1413;758
1414;1726
1415;1237
1416;2307
1417;614
1418;1500
1419;22
1420;2301
1421;3790
1422;1130
1423;530
1424;1591
1425;1564
1426;4077
1427;4788
1428;1814
1429;1245
1430;1680
1431;1675
1432;2640
1433;1592
1434;3768
1435;1558
1436;627
1437;120061226
1438;3649
1439;399
1440;2131
1441;67
1442;5592
1443;1081
1444;757
1445;5439
1446;1379
1447;1461
1448;1544
1449;5394
1450;202
1451;1986
1452;5593
1453;2548
1454;2463
1455;5665
1456;2536
1457;1328
1458;2556
1459;4044
1460;3319
1461;2942
1462;1713
1463;3847
1464;792
1465;4037
1466;3525
1467;900
1468;668
1469;518
1470;316
1471;637
1472;2027
1473;822
1474;3603
1475;482
1476;362
1477;2328
1478;2647
1479;645
1480;2150
1481;2122
1482;2440
1483;1804
1484;1933
1485;426
1486;3187
1487;2687
1488;4531
1489;1784
1490;1267
1491;1205
1492;1958
1493;1762
1494;5242
1495;176
1496;3226
1497;27
1498;1301
1499;1908
1500;2076
1501;3483
1502;3012
1503;4022
1504;2653
1505;2117
1506;270
1507;1753
1508;4222
1509;1417
1510;2380
1511;120060716
1512;47
1513;1651
1514;852
1515;3001
1516;451
1517;20
1518;774
1519;3188
1520;3946
1521;1973
1522;826
1523;3420
1524;2409
1525;802
1526;3172
1527;4100
1528;1202
1529;457
1530;1541
1531;781
1532;905
1533;3985
1534;11
1535;2365
1536;1051
1537;1895
1538;3853
1539;521
1540;2950
1541;1950
1542;1149
1543;1401
1544;1815
1545;3588
1546;216
1547;3982
1548;4254
1549;1255
1550;2141
1551;1765
1552;120061992
1553;120060757
1555;793
1556;1584
1557;2774
1558;2886
1559;1971
1560;688
1561;2177
1562;1469
1563;2192
1564;1619
1565;2974
1566;3530
1567;1967
1568;7
1569;588
1570;5317
1571;2814
1572;166
1573;3225
1574;1970
1575;1797
1576;575
1577;2553
1578;1962
1579;1046
1581;1738
1582;2266
1583;1824
1584;12522
1585;2632
1586;794
1587;797
1589;2722
1590;195
1591;416
1592;4531
1593;73
1594;846
1595;1883
1596;1923
1597;1792
1598;3983
1599;1679
1601;532
1602;1190
1603;423
1604;2859
1605;26
1606;1305
1607;734
1609;543
1610;3791
1612;1247
1613;1900
1614;1136
1615;1700
1616;3986
1617;1949
1618;3182
1620;5663
1621;120061314
1622;3993
1623;3840
1624;1212
1625;1536
1626;723
1627;1068
1628;1273
1630;2805
1631;200
1632;1070
1633;1868
1634;1538
1635;1333
1636;1666
1637;2724
1638;1718
1639;2160
1640;18492
1641;368
1642;1870
1643;1441
1644;1610
1645;1774
1646;1646
1647;1182
1648;1244
1649;1647
1650;4417
1651;1785
1652;862
1653;2397
1654;3334
1655;3
1656;1886
1658;1143
1659;140
1660;2826
1661;385
1662;1616
1663;719
1664;506
1665;898
1666;12
1667;1771
1668;1467
1670;2623
1671;2703
1672;3462
1673;1827
1674;592
1675;5318
1676;991
1677;3975
1678;1170
1679;1733
1680;710
1681;742
1682;1309
1683;572
1684;3607
1685;2246
1686;1936
1687;4094
1688;243
1689;1958
1691;170
1692;2091
1693;1611
1694;22015
1695;120060518
1696;120061597
1697;15015
1698;1927
1699;2532
1700;120062004
1701;1643
1702;1606
1703;3238
1704;1302
1705;2594
1706;2173
1707;2433
1708;2034
1709;1703
1710;2763
1711;279
1712;2474
1713;3611
1714;2012
1715;36
1716;2260
1717;3471
1718;76
1719;2041
1720;3779
1721;3232
1722;1624
1723;1952
1724;2044
1725;2111
1726;18492
1727;3977
1728;2058
1729;4962
1730;1665
1731;225
1732;461
1733;959
1734;1493
1735;1857
1736;9
1737;474
1738;5599
1739;746
1740;1622
1741;2688
1742;1366
1743;2844
1744;1701
1745;2088
1746;2609
1747;1045
1748;143
1749;555
1750;3527
1751;120060058
1752;4722
1753;1049
1754;909
1755;2366
1756;750
1757;1490
1758;768
1759;1554
1760;1515
1761;2033
1762;1752
1763;2336
1764;120061278
1765;1296
1766;14
1767;1510
1768;2036
1769;1578
1770;2575
1772;344
1773;2351
1774;1697
1776;4064
1777;1141
1778;3363
1779;1381
1780;4255
1781;18492
1782;1433
1783;1710
1784;3310
1785;727
1786;2413
1787;1904
1788;5518
1789;810
1790;1488
1791;2343
1792;2237
1793;5285
1794;1899
1795;1067
1796;2459
1797;2756
1798;437
1799;80
1800;2409
1801;573
1802;1129
1803;3151
1804;743
1805;1818
1806;5439
1807;1459
1808;193
1809;5520
1810;3830
1811;2435
1812;2771
1813;1249
1814;1115
1815;120060120
1816;1313
1817;1612
1818;1409
1819;838
1820;5285
1821;1060
1823;1322
1824;74
1825;1308
1826;2247
1827;1860
1828;364
1830;1423
1831;3155
1832;659
1833;263
1834;1938
1835;1841
1836;2282
1837;2126
1838;4
1839;554
1840;3613
1842;3920
1843;109
1844;99
1845;17608
1846;370
1847;220
1848;1683
1849;5403
1850;1659
1851;120061754
1852;2917
1853;1384
1854;5668
1855;151
1856;1246
1857;1253
1858;5439
1859;435
1860;1749
1861;2580
1862;203
1863;1451
1864;517
1865;361
1866;501
1867;1345
1868;1903
1869;762
1870;167
1871;1939
1872;1452
1873;3699
1874;2158
1875;4006
1876;1576
1877;3164
1878;5439
1879;1724
1880;3502
1881;1903
1882;1721
1883;1281
1884;633
1885;950
1886;367
1887;1773
1888;570
1889;1873
1890;1542
1891;1337
1892;1498
1893;1065
1894;2885
1895;4358
1896;1674
1897;1434
1898;5593
1899;1160
1900;3160
1901;1291
1902;120060379
1903;652
1904;605
1905;1087
1906;5600
1907;2973
1909;1414
1910;150
1911;2450
1912;2010
1913;1568
1914;2355
1915;2927
1916;120061706
1917;4221
1918;15015
1919;2113
1920;219
1921;3480
1922;1878
1923;349
1924;19943
1925;2015
1926;1739
1927;3173
1928;1521
1929;1805
1930;288
1931;468
1932;43
1933;1162
1934;1412
1935;1230
1936;2766
1937;1444
1938;2757
1939;5592
1940;1395
1941;1523
1942;131
1943;1965
1944;1728
1945;1818
1946;2312
1947;5511
1948;4252
1949;5668
1950;1516
1951;830
1952;3434
1953;467
1954;1166
1955;5520
1956;87
1957;1618
1958;2460
1959;1782
1960;375
1961;547
1962;1162
1963;192
1964;1864
1965;2462
1966;1257
1967;1678
1968;4094
1969;1532
1970;3171
1971;2383
1972;3159
1973;1289
1974;4398
1975;2220
1976;4858
1977;1299
1978;2457
1979;1221
1980;967
1981;3585
1982;218
1983;1147
1984;31
1985;339
1986;461
1987;2935
1988;5600
1989;1122
1990;2783
1991;3966
1992;10
1993;2279
1994;1658
1995;528
1996;1880
1997;5313
1998;3194
1999;1995
2000;417
2001;120061853
2002;3443
2003;1898
2004;1968
2005;439
2006;1640
2008;2056
2009;1881
2010;363
2011;877
2012;1696
2013;3514
2014;1503
2015;3588
2016;3393
2017;636
2019;1944
2020;2082
2021;795
2022;2565
2023;1239
2024;915
2025;463
2026;1118
2027;3840
2028;198
2029;1775
2030;120061501
2031;1518
2032;3309
2033;4026
2034;1539
2035;522
2036;275
2037;163
2038;507
2039;2775
2040;1363
2041;3724
2042;1694
2043;34
2044;3641
2045;649
2046;1440
2047;2964
2048;2501
2049;19257
2050;769
2051;5591
2052;1807
2053;1161
2054;1927
2055;2577
2056;1830
2057;299
2058;1406
2059;699
2060;3116
2061;120061915
2062;1501
2063;624
2064;3161
2065;886
2066;3427
2067;3433
2068;3644
2069;5314
2070;1883
2071;1621
2072;120060678
2073;338
2074;1810
2075;25275
2076;2402
2077;2530
2078;5312
2079;3375
2080;3307
2081;692
2082;1809
2083;192
2084;33
2085;780
2086;120061610
2087;3866
2088;2426
2089;515
2090;1439
2091;120060806
2093;1530
2094;2949
2095;1943
2096;581
2097;1575
2098;2304
2099;4166
2100;2317
2101;1085
2102;4495
2103;666
2104;120061620
2105;336
2106;4251
2107;1783
2108;410
2109;1780
2110;5592
2111;1064
2112;610
2113;2275
2114;1078
2115;793
2116;526
2117;227
2118;556
2119;3479
2120;1225
2121;1984
2122;657
2123;14236
2124;5439
2125;448
2126;2591
2127;1173
2128;2264
2129;1969
2130;1661
2131;3285
2132;295
2133;3947
2134;1435
2135;3805
2136;1732
2137;1601
2138;2813
2140;890
2141;1606
2142;4394
2143;1927
2144;741
2145;120060381
2146;194
2147;120062261
2148;1676
2149;823
2150;828
2152;1174
2153;3186
2154;737
2155;5315
2156;3469
2157;2630
2158;713
2159;1264
2160;1402
2161;1702
2162;1918
2163;1526
2164;2793
2165;23410
