MASCARA;IES
240;17
241;3778
242;1534
243;3937
244;3775
245;463
246;2799
247;5439
248;1498
249;1709
250;2447
251;1738
252;1058
253;674
254;12522
255;2609
256;1834
257;1027
258;4655
259;1159
260;3529
261;940
262;1415
263;1623
264;843
265;2763
266;2077
267;2870
268;2131
269;1445
270;2619
271;1896
272;1046
273;832
274;1993
275;4790
276;2362
277;2036
278;1379
279;493
280;1857
281;615
282;3853
283;2485
284;5016
285;1962
286;1980
287;1703
288;386
289;3252
290;1532
291;736
292;1068
293;510
294;336
295;685
296;3194
297;3724
298;882
299;1815
300;234
301;1457
302;1921
303;5599
304;822
305;1362
306;2625
307;18492
308;24
309;2460
310;4791
311;2241
312;2553
313;1614
314;1504
315;2804
316;2084
317;780
318;26
319;5285
320;4021
321;1034
322;4013
323;1638
324;575
325;1310
326;5217
327;915
328;774
329;1702
330;1939
331;1830
332;4915
333;437
334;3396
335;353
336;514
337;4442
338;4858
339;3171
340;845
341;3432
342;5322
343;3807
344;1382
345;3471
346;14724
347;423
348;727
349;3611
350;1639
351;508
352;4197
353;2271
354;1364
355;3428
356;16
357;5592
358;918
359;2793
360;2072
361;1258
362;490
363;722
364;1697
365;1907
366;1021
367;1319
368;5312
369;363
370;742
371;3690
372;453
373;3295
374;1427
375;761
376;3985
377;5592
378;439
379;2168
380;874
381;1564
382;4452
383;3490
384;3170
385;1938
386;4138
387;1201
388;458
389;1270
390;1958
391;199
392;3610
393;18874
394;2521
395;652
396;925
397;1721
398;861
399;3397
400;670
401;763
402;1317
403;1656
404;1904
405;4043
406;2435
407;3099
408;717
409;1042
410;753
411;1934
412;1607
413;1557
414;5216
415;2049
416;3469
417;207
418;3227
419;1662
420;5052
421;1903
422;3303
423;802
424;3542
425;1079
426;2622
427;2821
428;1296
429;3502
430;5369
431;1326
432;577
433;3434
434;452
435;673
436;3238
437;1507
438;2098
439;2922
440;3618
441;2085
442;5036
443;2814
444;1906
445;2722
446;2442
447;2361
448;2303
449;150
450;1356
451;3877
452;2566
453;1113
454;640
455;688
456;2010
457;3585
458;1885
459;202
460;3158
461;3770
462;2191
463;1965
464;1617
465;376
466;1090
467;648
468;1311
469;403
470;1771
471;165
472;3741
473;3573
474;3163
475;3527
476;2343
477;1286
478;2918
479;15
480;3962
481;1437
482;4148
483;1385
484;976
485;2319
486;545
487;5669
488;2245
489;4036
490;25282
491;1664
492;757
493;224
494;1561
495;1030
496;2484
497;2237
498;3294
499;
500;2532
501;3117
502;4200
503;507
504;4030
505;2317
506;192
507;555
508;1682
509;556
510;1915
511;4788
512;1926
513;3155
514;2552
515;1590
516;3389
517;1824
518;3990
519;1213
520;2126
521;18492
522;737
523;2565
524;3757
525;18492
526;2117
527;1587
528;636
529;3152
530;2491
531;2702
532;2307
533;1232
534;3609
535;1185
536;4044
537;1807
538;1157
539;3156
540;3794
541;798
542;3518
543;1811
544;1173
545;3746
546;176
547;2402
548;149
549;639
550;5591
551;1239
552;756
553;264
554;4220
555;73
556;1360
557;3184
558;54
559;3697
560;1334
561;1714
562;1291
563;1461
564;634
565;2676
566;1272
567;4118
568;1494
569;4596
570;4594
571;516
572;2885
573;1928
574;2632
575;1827
576;3332
577;1535
578;3940
579;3319
580;749
581;3523
582;2499
583;588
584;265
585;1966
586;4173
587;716
588;1119
589;2067
590;1869
591;2538
592;660
593;2826
594;838
595;2035
596;709
597;3463
598;359
599;55
600;533
601;1878
602;2459
603;1660
604;1642
605;3205
606;1663
607;1575
608;482
609;5317
610;4025
611;1366
612;1295
613;3522
614;368
615;3875
616;796
617;1545
618;1696
619;15015
620;2651
621;
622;1196
623;1418
624;730
625;2027
626;1666
627;385
628;19943
629;37
630;671
631;2942
632;4722
633;1786
634;1454
635;4293
636;94
637;3998
638;1401
639;5439
640;371
641;1346
642;3837
643;2886
644;2795
645;3641
646;5663
647;3936
648;1803
649;1120
650;3007
651;3165
652;715
653;68
654;3693
655;745
656;1908
657;1374
658;3470
659;1544
660;712
661;764
662;621
663;213
664;461
665;15015
666;5670
667;1732
668;973
669;1743
670;337
671;1515
672;1569
673;1318
674;1276
675;430
676;1325
677;1514
678;3477
679;1580
680;657
681;361
682;1246
683;4396
684;1540
685;2561
686;166
687;793
688;866
689;1552
690;3215
691;3334
692;1964
693;345
694;2935
695;270
696;5276
697;1598
698;79
699;2486
700;1290
701;467
702;1404
703;3768
704;990
705;3793
706;3448
707;473
708;4446
709;1984
710;373
711;1384
712;1307
713;721
714;1890
715;989
716;1987
717;3874
718;3840
719;1930
720;1038
721;3311
722;973
723;910
724;2572
725;33
726;2617
727;2961
728;1828
729;1266
730;4793
731;2075
732;19257
733;1636
734;1541
735;4590
736;93
737;728
738;2053
739;2771
740;2703
741;1973
742;367
743;402
744;2941
745;3161
746;944
747;2369
748;1219
749;900
750;1158
751;2322
752;3476
753;87
754;1254
755;
756;1300
757;1713
758;4033
759;2636
760;740
761;426
762;208
763;1175
764;3984
765;4149
766;1700
767;1524
768;1492
769;1302
770;5044
771;3187
772;266
773;1624
774;1788
775;2160
776;4010
777;591
778;769
779;4252
780;570
781;3790
782;
783;5511
784;1231
785;222
786;80
787;1562
788;1821
789;137
790;2336
791;1847
792;1406
793;2568
794;201
795;2840
796;1606
797;192
798;1365
799;4531
800;294
801;1762
802;3228
804;2539
805;1927
806;2009
807;1733
808;1100
809;543
810;2827
811;699
812;158
813;3691
814;3376
815;255
816;242
817;2723
818;1620
819;1933
820;2766
821;2811
822;1789
823;3186
824;3189
825;3339
826;1059
827;3029
828;
829;1992
830;2783
831;2463
832;2086
833;1902
834;917
835;3640
836;3180
837;58
838;364
839;19512
840;3986
841;4006
842;2301
843;3692
844;2282
845;30
846;2736
847;1781
848;1606
849;4962
850;1078
851;15015
852;1868
853;3177
854;1264
855;1016
856;3588
857;759
858;3159
859;2841
860;1685
861;1082
862;4629
863;299
864;19
865;5015
866;2724
867;4098
868;2554
869;2389
870;1516
871;3193
872;20
873;1144
874;877
875;1012
876;462
877;1237
878;1467
879;1971
880;1851
881;4209
882;2184
883;4093
884;1292
885;5518
886;5315
887;2485
888;1440
889;724
890;1174
891;1843
892;1425
893;1692
894;1489
895;14236
896;4204
897;1768
898;2289
899;398
900;1556
901;3285
902;4104
903;2642
904;2383
905;3172
906;4166
907;2398
908;2005
909;3427
910;5318
911;641
912;3472
913;1720
914;15015
915;1693
916;5020
917;14
918;19257
919;2904
920;1505
921;2687
922;1972
923;5018
924;2240
925;1818
926;
927;527
928;31
929;4007
930;440
931;1913
932;1680
933;576
934;4399
935;1877
936;2465
937;3225
938;1578
939;5451
940;599
941;692
942;1386
943;15057
944;269
945;1804
946;2129
947;1313
948;
949;2042
950;56
951;2855
952;2056
953;5520
954;1996
955;666
956;2373
957;916
958;1283
959;526
960;10
961;1817
962;3478
963;794
964;227
965;3948
966;1867
967;1358
968;610
969;3486
970;1307
971;3279
972;194
973;3607
974;1059
975;1801
976;3867
977;1465
978;5520
979;2135
980;2927
981;1797
982;1808
983;1402
984;4789
985;1417
986;2044
987;4358
988;1866
989;2124
990;29118
991;779
992;3460
993;159
994;1530
995;4097
996;3804
997;4766
998;781
999;667
1000;2120
1001;2365
1002;3151
1003;890
1004;637
1005;27
1006;2198
1007;5242
1008;1819
1009;1850
1010;3188
1011;2242
1012;734
1013;1886
1014;2549
1015;1725
1016;
1017;2461
1018;2629
1019;789
1020;465
1021;3977
1022;296
1023;3839
1024;1597
1025;1092
1026;1381
1027;3388
1028;1497
1029;2165
1030;2774
1031;140
1032;1305
1033;3464
1034;1344
1035;4362
1036;1968
1037;5473
1038;2134
1039;1812
1040;1835
1041;1726
1042;1118
1043;4010
1044;5518
1045;74
1046;801
1047;1611
1048;1691
1049;2756
1050;
1051;1500
1052;370
1053;2451
1054;1716
1055;3612
1056;4502
1057;1457
1058;83
1059;1805
1060;3116
1061;1918
1062;162
1063;1651
1064;1694
1065;3183
1066;3657
1067;3568
1068;2537
1069;522
1070;2564
1071;846
1072;2343
1073;492
1074;1337
1075;1759
1076;1051
1077;461
1078;5668
1079;4045
1080;2895
1081;408
1082;3769
1083;3051
1084;1619
1085;4107
1086;3310
1087;2835
1088;1708
1089;4732
1090;1156
1091;627
1092;4069
1093;3596
1094;1240
1095;1063
1096;2227
1097;416
1098;3146
1099;2808
1100;4724
1101;448
1102;32
1103;3204
1104;624
1105;1136
1106;1077
1107;1646
1108;2246
1109;2575
1110;2909
1111;4259
1112;1053
1113;4256
1114;2039
1115;5439
1116;1498
1117;600
1118;
1119;1753
1120;18440
1121;1486
1122;606
1123;1558
1124;404
1125;1674
1126;626
1127;139
1128;2356
1129;788
1130;1055
1131;2030
1132;2477
1133;18759
1134;1353
1135;1810
1136;1599
1137;2304
1138;
1139;3008
1140;1686
1141;1546
1142;2264
1143;2197
1144;1383
1145;3864
1146;2180
1147;923
1148;1842
1149;4141
1150;602
1151;2355
1152;983
1153;3336
1154;1734
1155;1946
1156;1873
1157;664
1158;2409
1159;5228
1160;3993
1161;2342
1162;415
1163;84
1164;456
1165;5511
1166;220
1167;4725
1168;1808
1169;823
1170;945
1171;2616
1172;795
1173;2474
1174;2015
1175;1883
1176;1758
1177;752
1178;2102
1179;852
1180;672
1181;1428
1182;78
1183;5599
1184;1846
1185;597
1186;4428
1187;2773
1188;4496
1189;3588
1190;1880
1191;3148
1192;1618
1193;438
1194;3980
1195;2014
1196;1647
1197;2508
1198;5473
1199;594
1200;924
1201;2378
1202;2174
1203;3983
1204;548
1205;2805
1206;15452
1207;5670
1208;4431
1209;5555
1210;2088
1211;797
1212;319
1213;1438
1214;2154
1215;3004
1216;793
1217;825
1218;952
1219;546
1220;59
1221;778
1222;2173
1223;1989
1224;631
1225;1681
1226;1267
1227;3513
1228;571
1229;2148
1230;4358
1231;939
1232;1865
1233;1072
1234;1839
1235;1279
1236;14165
1237;669
1238;768
1239;4356
1240;4566
1241;2140
1242;3169
1243;1423
1244;226
1245;349
1246;1667
1247;1129
1248;1080
1249;2141
1250;1084
1251;1227
1252;2275
1253;1904
1254;881
1255;4277
1256;2194
1257;1508
1258;1107
1259;2488
1260;2779
1261;1194
1262;494
1263;67
1264;2973
1265;1228
1266;5439
1267;3160
1268;4098
1269;1263
1270;718
1271;3588
1272;3995
1273;1900
1274;1312
1275;2186
1276;994
1277;2950
1278;1724
1279;4420
1280;2033
1281;2147
1282;5555
1283;2320
1284;792
1285;5439
1286;3533
1287;1357
1288;3307
1289;579
1290;5316
1291;5665
1292;1125
1293;3509
1294;4254
1295;1446
1296;554
1297;1319
1298;23
1299;1750
1300;1894
1301;1711
1302;1616
1303;3644
1304;3921
1305;1951
1306;3530
1307;3774
1308;1961
1309;4503
1310;598
1311;1103
1312;1909
1313;
1314;826
1315;2794
1316;3830
1317;1045
1318;4667
1319;3930
1320;3270
1321;1657
1322;2123
1323;1330
1324;373
1325;3462
1326;1670
1327;1952
1328;1845
1329;1884
1330;704
1331;4584
1332;2150
1333;1243
1334;1463
1335;2770
1336;457
1337;11
1338;1449
1339;5663
1340;1601
1341;2623
1342;1870
1343;4239
1344;3278
1345;1774
1346;707
1347;1677
1348;1661
1349;2308
1350;2244
1351;284
1352;1202
1353;1488
1354;1840
1355;3614
1356;2288
1357;2311
1358;5369
1359;1978
1360;2566
1361;1403
1362;1995
1363;2653
1364;2243
1365;1233
1366;1772
1367;3333
1368;1775
1369;145
1370;741
1371;3485
1372;3182
1373;2525
1374;2708
1375;4118
1376;1490
1377;435
1378;1303
1379;5439
1380;4068
1381;1728
1382;5592
1383;1472
1384;4395
1385;2324
1386;3515
1387;1948
1388;3933
1389;1852
1390;263
1391;2341
1392;2328
1393;4460
1394;1256
1395;1426
1396;454
1397;5303
1398;2787
1399;1151
1400;1076
1401;1542
1402;905
1403;3590
1404;2346
1405;2640
1406;3000
1407;2944
1408;4925
1409;913
1410;3377
1411;2630
1412;1899
1413;1554
1414;1212
1415;
1416;1541
1417;1396
1418;2
1419;3012
1420;1779
1421;1496
1422;2969
1423;1248
1424;277
1425;1513
1426;530
1427;2069
1428;4531
1429;1943
1430;4198
1431;1273
1432;3840
1433;2350
1434;2332
1435;1874
1436;1469
1437;1923
1438;3631
1439;601
1440;2344
1441;387
1442;343
1443;833
1444;2056
1445;592
1446;5671
1447;1927
1448;3205
1449;2494
1450;271
1451;2021
1452;2130
1453;2427
1454;4150
1455;457
1456;1332
1457;3743
1458;491
1459;3756
1460;
1461;3981
1462;1940
1463;1679
1464;1526
1465;4008
1466;1986
1467;2045
1468;5370
1469;3862
1470;2843
1471;1411
1472;1876
1473;22
1474;1927
1475;4009
1476;3456
1477;1149
1478;3495
1479;2529
1480;2832
1481;4435
1482;521
1483;738
1484;1772
1485;5550
1486;2633
1487;1501
1488;1969
1489;14165
1490;3789
1491;3699
1492;1541
1493;997
1494;2513
1495;2200
1496;1060
1497;2222
1498;2576
1499;3869
1500;1123
1501;1510
1502;2647
1503;2122
1504;2836
1505;2859
1506;1717
1507;1433
1508;146
1509;1523
1510;3430
1511;405
1512;3680
1513;1493
1514;410
1515;549
1516;1414
1517;43
1518;4792
1519;5537
1520;1126
1521;1257
1522;998
1523;2501
1524;723
1525;2096
1526;1782
1527;940
1528;1519
1529;82
1530;4100
1531;1444
1532;750
1533;5668
1534;899
1535;1576
1536;1328
1537;1923
1538;142
1539;2368
1540;5665
1541;76
1542;23410
1543;2371
1544;4421
1545;2879
1546;4000
1547;4163
1548;2462
1549;778
1550;95
1551;384
1552;1640
1553;3
1554;36
1555;4016
1556;2149
1557;2206
1558;455
1559;2784
1560;2032
1561;3232
1562;2156
1563;4700
1564;1752
1565;3363
1566;2971
1567;298
1568;662
1569;831
1570;2043
1571;1718
1572;3337
1573;1253
1574;14090
1575;694
1576;2173
1577;3216
1578;2755
1579;2910
1580;2334
1581;614
1582;1883
1583;170
1584;1252
1585;1765
1586;1413
1587;758
1588;4786
1589;1181
1590;1875
1591;1944
1592;5439
1593;2591
1594;1862
1595;466
1596;1336
1597;2761
1598;152
1599;3020
1600;4094
1601;1452
1602;4255
1603;2230
1604;3817
1605;81
1606;
1607;4024
1608;840
1609;3230
1610;793
1611;3975
1612;1249
1613;518
1614;1609
1615;60
1616;3955
1617;1142
1618;2183
1619;2312
1620;4630
1621;3805
1622;2233
1623;2423
1624;574
1625;206
1626;631
1627;360
1628;15032
1629;2431
1630;3466
1631;1676
1632;1910
1633;275
1634;5021
1635;3847
1636;775
1637;1031
1638;2964
1639;4221
1640;4613
1641;585
1642;2831
1643;1652
1644;3602
1645;197
1646;1941
1647;2270
1648;1977
1649;1683
1650;2384
1651;2351
1652;790
1653;2763
1654;3190
1655;3375
1656;1655
1657;3797
1658;908
1659;254
1660;1767
1661;2775
1662;3436
1663;4826
1664;1275
1665;167
1666;1491
1667;2536
1668;1043
1669;668
1670;1503
1671;1658
1672;708
1673;9
1674;3972
1675;1130
1676;1802
1677;810
1678;5387
1679;21
1680;109
1681;375
1682;1573
1683;2175
1684;700
1685;496
1686;267
1687;710
1688;1070
1689;1456
1690;1198
1691;2757
1692;4398
1693;362
1694;5591
1695;5668
1696;1711
1697;135
1698;4656
1699;1559
1700;3688
1701;1784
1702;2420
1703;1998
1704;1160
1705;3431
1706;3588
1707;2828
1708;547
1709;1019
1710;2470
1711;1833
1712;622
1713;1388
1714;2037
1715;830
1716;5599
1717;3157
1718;1881
1719;2570
1720;1879
1721;1162
1722;1932
1723;5403
1724;2844
1725;2132
1726;829
1727;1342
1728;4092
1729;4064
1730;1064
1731;240
1732;682
1733;2578
1734;2744
1735;4598
1736;1923
1737;1749
1738;276
1739;279
1740;2577
1741;193
1742;1807
1743;1587
1744;351
1745;513
1746;3675
1747;3525
1748;1462
1749;1645
1750;665
1751;1689
1752;828
1753;534
1754;1525
1755;3323
1756;720
1757;1622
1758;3788
1759;1499
1760;2231
1761;3507
1762;593
1763;1435
1764;450
1765;141
1766;1097
1767;4289
1768;1205
1769;2949
1770;1289
1771;3001
1772;1612
1773;1180
1774;706
1775;2581
1776;1605
1777;582
1778;4053
1779;1509
1780;3951
1781;420
1782;4450
1783;3682
1784;483
1785;2428
1786;3165
1787;809
1788;1792
1789;3164
1790;2571
1791;2726
1792;686
1793;2974
1794;2563
1795;2753
1796;3996
1797;4028
1798;681
1799;3536
1800;2409
1801;743
1802;3613
1803;2364
1804;1487
1805;163
1806;3982
1807;953
1808;1581
1809;702
1810;4199
1811;519
1812;2443
1813;3027
1814;1224
1815;3162
1816;1351
1817;2076
1818;2652
1819;1756
1820;3716
1821;397
1822;321
1823;2475
1824;161
1825;10
1826;1013
1827;1128
1828;5099
1829;
1830;2188
1831;489
1832;3920
1833;1970
1834;2528
1835;1518
1836;1230
1837;399
1838;1742
1839;1956
1840;3189
1841;1785
1842;1613
1843;5600
1844;1844
1845;1776
1846;967
1847;330
1848;3779
1849;2456
1850;1335
1851;38
1852;1536
1853;195
1854;198
1855;1831
1856;3587
1857;1988
1858;4849
1859;6
1860;509
1861;2330
1862;3866
1863;1166
1864;586
1865;3479
1866;27103
1867;124
1868;3501
1869;1672
1870;1225
1871;1036
1872;1399
1873;535
1874;22015
1875;605
1876;1615
1877;192
1878;40
1879;18
1880;2772
1881;1739
1882;4095
1883;138
1884;999
1885;307
1886;1630
1887;5277
1888;2710
1889;2580
1890;1643
1891;29
1892;125
1893;3392
1894;2478
1895;3826
1896;131
1897;3978
1898;2468
1899;3160
1900;515
1901;1434
1902;1659
1903;2912
1904;1554
1905;1049
1906;4017
1907;1162
1908;1883
1909;77
1910;322
1911;474
1912;801
1913;3543
1914;217
1915;2113
1916;2436
1917;2593
1918;1409
1919;338
1920;3393
1921;4026
1922;1477
1923;1748
1924;1903
1925;1420
1926;2366
1927;1071
1928;1299
1929;449
1930;99
1931;2973
1932;1893
1933;2146
1934;2469
1935;1853
1936;2594
1937;4222
1938;1634
1939;34
1940;1244
1941;3974
1942;3754
1943;3854
1944;1701
1945;1141
1946;2302
1947;2158
1948;1577
1949;288
1950;2813
1951;1887
1952;4632
1953;1373
1954;160
1955;25275
1956;3042
1957;2128
1958;1443
1959;1327
1960;4066
1961;1314
1962;528
1963;4162
1964;2133
1965;
1966;5520
1967;2104
1968;1432
1969;4531
1970;2558
1971;3615
1972;2082
1973;2548
1974;218
1975;3306
1976;447
1977;3506
1978;1410
1979;3776
1980;4065
1981;1790
1982;2656
1983;18874
1984;1308
1985;1895
1986;1596
1987;3683
1988;848
1989;2908
1990;18492
1991;1628
1992;1521
1993;2688
1994;1450
1995;1419
1996;1085
1997;
1998;589
1999;1800
2000;1823
2001;3878
2002;645
2003;2566
2004;3268
2005;1958
2006;4597
2007;2111
2008;4
2009;3467
2010;3791
2011;1143
2012;25277
2013;4530
2014;5439
2015;1081
2016;1931
2017;1162
2018;1766
2019;1086
2020;
2021;1322
2022;2556
2023;3461
2024;1669
2025;1818
2026;2091
2027;1041
2028;7
2029;1075
2030;4096
2031;1087
2032;107
2033;550
2034;1526
2035;1898
2036;3186
2037;3669
2038;1937
2039;4394
2040;1790
2041;2911
2042;5600
2043;3979
2044;849
2045;3987
2046;2677
2047;1741
2048;638
2049;8
2050;5592
2051;2582
2052;5387
2053;1967
2054;5600
2055;1836
2056;144
2057;878
2058;1897
2059;464
2060;71
2061;3173
2062;3164
2063;431
2064;755
2065;2171
2066;14258
2067;3663
2068;1567
2069;3299
2070;1516
2071;2796
2072;2569
2073;481
2074;1699
2075;14237
2076;3304
2077;4522
2078;3203
2079;2275
2080;532
2081;2257
2082;501
2083;1650
2084;5077
2085;762
2086;1883
2087;4534
2088;1690
2089;5369
2090;1538
2091;739
2092;1028
2093;459
2094;2189
2095;977
2096;3433
2097;1849
2098;374
2099;1172
2100;5369
2101;5313
2102;1816
2103;352
2104;1585
2105;1371
2106;5593
2107;3758
2108;468
2109;2177
2110;3584
2111;3400
2112;4785
2113;2440
2114;659
2115;1678
2116;18492
2117;4218
2118;1863
2119;545
2120;2160
2121;2624
2122;3966
2123;1345
2124;2810
2125;785
2126;2560
2127;2205
2128;1067
2129;596
2130;472
2131;3678
2132;1537
2133;3881
2134;3617
2135;2192
2136;1653
2137;3154
2138;1574
2139;517
2140;3176
2141;4077
2142;
2143;2849
2144;2426
2145;1394
2146;1583
2147;5439
2148;1563
2149;909
2150;3782
2151;744
2152;257
2153;3242
2154;2123
2155;1675
2156;2741
2157;3963
2158;4169
2159;3946
2160;1189
2161;3643
2162;2846
2163;355
2164;2248
2165;2750
2166;3482
2167;5314
2168;3302
2169;2514
2170;2012
2171;25352
2172;847
2173;1723
2174;346
2175;1891
2176;506
2177;1822
2178;649
2179;2398
2180;417
2181;1476
2182;713
2183;1832
2184;5550
2185;1032
2186;2336
2187;580
2188;760
2189;2023
2190;1945
2191;256
2192;1773
2193;502
2194;595
2195;1568
2196;5215
2197;2275
2198;3753
2199;2148
2200;3954
2201;126
2202;1547
2203;1814
2204;650
2205;3710
2206;3034
2207;243
2208;4101
2209;3443
2210;986
2211;3603
2212;985
2213;824
2214;3360
2215;5592
2216;5439
2217;2266
2218;1324
2219;1307
2220;2917
2221;18506
2222;3279
2223;5670
2224;1439
2225;1591
2226;862
2227;5451
2228;2229
2229;2433
2230;2450
2231;1549
2232;1247
2233;1838
2234;1301
2235;495
2236;1182
2237;4020
2238;3437
2239;1637
2240;4042
2241;1468
2242;3319
2243;4094
2244;693
2245;3954
2246;2915
2247;1422
2248;480
2249;1745
2250;926
2251;677
2252;1355
2253;1048
2254;3538
2255;2409
2256;2745
2257;581
2258;1854
2259;1572
2260;3411
2261;590
2262;4926
2263;216
2264;5593
2265;3989
2266;1115
2267;1917
2268;2220
2269;1479
2270;4495
2271;1221
2272;3649
2273;3513
2274;432
2275;14005
2276;72
2277;3226
2278;5051
2279;2247
2280;2380
2281;214
